customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,escalations,csat_score,complaint_count,churn_risk,tenure_days
1405-BPZGC,11-11-2023 00:00,Refferal,11-11-2024 00:00,Basic,Annual,,,6.41,449,62,0,Rahul,India,West Bengal,Male,16-06-1992 00:00,,,0,Medium,366
1406-MNFCT,02-02-2020 00:00,Refferal,02-02-2021 00:00,Premium,Monthly,,,23.74,806,46,0,Aditya,India,Karnataka,Male,28-04-1970 00:00,,,0,Low,366
1407-WPYLF,12-07-2024 00:00,Paid,12-07-2025 00:00,Basic,Monthly,11-06-2025 00:00,Too expensive,6.15,184,99,1,Rohan,India,West Bengal,Male,23-12-1977 00:00,,,0,High,365
1408-BBPVD,23-11-2022 00:00,Organic,23-11-2023 00:00,Basic,Monthly,,,8.67,662,64,0,Manish,India,West Bengal,Male,10-12-2003 00:00,,,0,Medium,365
1409-DKLYL,07-12-2020 00:00,Organic,07-12-2021 00:00,Standard,Monthly,,,13.58,909,53,0,Avni,India,Rajasthan,Female,06-07-1984 00:00,,,0,Medium,365
1410-BSMRK,12-02-2019 00:00,Organic,12-02-2020 00:00,Standard,Annual,16-12-2019 00:00,Switched to competitor,13.67,930,70,1,Pooja,India,Maharashtra,Female,14-11-1993 00:00,,,0,High,365
1411-UHPRA,10-02-2021 00:00,Organic,10-02-2022 00:00,Basic,Monthly,,,6.76,425,18,0,Sneha,India,Bihar,Female,26-10-1972 00:00,,,0,Low,365
1412-TZSCK,05-03-2021 00:00,Paid,05-03-2022 00:00,Standard,Monthly,,,19.67,1027,40,0,Aniket,India,Tamil Nadu,Male,19-01-1979 00:00,,,0,Low,365
1413-SDTZN,13-11-2024 00:00,Paid,13-11-2025 00:00,Basic,Annual,,,11.68,776,32,0,Tanvi,India,West Bengal,Female,12-05-1991 00:00,,,0,Low,365
1414-CAUHW,12-06-2023 00:00,Paid,12-06-2024 00:00,Basic,Monthly,10-03-2024 00:00,Not enough content,11.57,702,44,1,Manish,India,Maharashtra,Male,10-03-1990 00:00,,,0,Low,366
1415-YYZMJ,14-11-2019 00:00,Refferal,14-11-2020 00:00,Standard,Monthly,,,12.71,610,32,0,Shreya,India,Meghalaya,Female,12-08-1978 00:00,,,0,Low,366
1416-TFVAW,15-08-2021 00:00,Organic,15-08-2022 00:00,Standard,Annual,08-11-2021 00:00,Poor streaming quality,11.3,591,48,1,Shreya,India,Maharashtra,Female,08-02-1995 00:00,N,100,1,Low,365
1417-FTCLP,16-07-2021 00:00,Organic,16-07-2022 00:00,Basic,Monthly,,,8.5,595,14,0,Neha,India,Uttar Pradesh,Female,02-10-1990 00:00,,,0,Low,365
1418-EDGBW,06-05-2021 00:00,Paid,06-05-2022 00:00,Basic,Annual,,,9.82,746,2,0,Diya,India,Telangana,Female,27-03-1986 00:00,,,0,Low,365
1419-LXPVP,16-03-2022 00:00,Refferal,16-03-2023 00:00,Premium,Monthly,,,23.69,1326,34,0,Aditya,India,Gujarat,Male,22-06-1979 00:00,N,100,1,Low,365
1420-ATESU,10-05-2019 00:00,Paid,10-05-2020 00:00,Standard,Annual,,,14.91,718,34,0,Ananya,India,Delhi,Female,19-11-1982 00:00,,,0,Low,366
1421-JPNUC,28-05-2022 00:00,Paid,28-05-2023 00:00,Standard,Annual,,,15.22,1054,52,0,Saurabh,India,Rajasthan,Male,20-09-1981 00:00,,,0,Medium,365
1422-CCWCA,28-05-2024 00:00,Organic,28-05-2025 00:00,Standard,Monthly,,,11.96,295,59,0,Kavya,India,Rajasthan,Female,21-02-2004 00:00,,,0,Medium,365
1423-CZXKV,08-11-2022 00:00,Organic,08-11-2023 00:00,Basic,Annual,17-06-2023 00:00,Forgot to cancel trial,7.75,475,21,1,Aditi,India,Madhya Pradesh,Female,10-09-1984 00:00,,,0,Low,365
1424-JZZFZ,17-06-2022 00:00,Paid,17-06-2023 00:00,Basic,Monthly,15-09-2022 00:00,Forgot to cancel trial,10.71,822,78,1,Pranav,India,Uttar Pradesh,Male,14-10-1973 00:00,,,0,High,365
1425-RGPYE,24-12-2019 00:00,Paid,24-12-2020 00:00,Basic,Monthly,,,5.99,651,45,0,Aarav,India,Rajasthan,Male,20-01-1979 00:00,,,0,Low,366
1426-HNFUU,04-10-2022 00:00,Refferal,04-10-2023 00:00,Basic,Monthly,14-07-2023 00:00,Not enough content,8.3,723,99,1,Priya,India,Delhi,Female,01-11-1979 00:00,N,80,1,High,365
1427-BSKHX,16-06-2021 00:00,Organic,16-06-2022 00:00,Premium,Annual,,,21.41,809,46,0,Rahul,India,Delhi,Male,19-11-1981 00:00,,,0,Low,365
1428-QNNUF,16-05-2021 00:00,Paid,16-05-2022 00:00,Basic,Monthly,,,7.65,694,69,0,Kavya,India,Madhya Pradesh,Female,05-06-1971 00:00,,,0,Medium,365
1429-LYYGE,20-07-2022 00:00,Paid,20-07-2023 00:00,Standard,Annual,,,12.26,311,20,0,Shreya,India,Maharashtra,Female,26-03-1989 00:00,,,0,Low,365
1430-JRBEA,26-07-2021 00:00,Organic,26-07-2022 00:00,Basic,Monthly,,,9.11,89,24,0,Avni,India,Meghalaya,Female,13-06-2003 00:00,,,0,Low,365
1431-ASTFP,09-09-2019 00:00,Paid,09-09-2020 00:00,Standard,Annual,,,14.84,777,99,0,Isha,India,Telangana,Female,20-05-1994 00:00,,,0,High,366
1432-SLVEB,19-06-2023 00:00,Organic,19-06-2024 00:00,Standard,Monthly,,,15.83,926,57,0,Sakshi,India,Maharashtra,Female,04-07-1987 00:00,,,0,Medium,366
1433-XGWKX,13-06-2021 00:00,Paid,13-06-2022 00:00,Basic,Annual,12-12-2021 00:00,Poor streaming quality,10.01,646,38,1,Nikhil,India,Uttar Pradesh,Male,04-08-1974 00:00,,,0,Low,365
1434-XWYCF,24-04-2019 00:00,Refferal,24-04-2020 00:00,Premium,Monthly,,,21.7,1412,46,0,Kunal,India,Maharashtra,Male,24-12-1990 00:00,,,0,Low,366
1435-GUCYB,11-03-2019 00:00,Refferal,11-03-2020 00:00,Premium,Annual,,,20.61,961,36,0,Kritika,India,Tamil Nadu,Female,23-05-1994 00:00,,,0,Low,366
1436-CNPRZ,24-11-2024 00:00,Organic,24-11-2025 00:00,Premium,Annual,,,19.01,705,54,0,Sakshi,India,Karnataka,Female,23-05-1986 00:00,,,0,Medium,365
1437-MKMJV,28-08-2022 00:00,Organic,28-08-2023 00:00,Standard,Monthly,01-05-2023 00:00,Too expensive,16.38,878,66,1,Riya,India,Gujarat,Female,04-09-1979 00:00,,,0,Medium,365
1438-PCMCC,18-02-2021 00:00,Organic,18-02-2022 00:00,Basic,Monthly,,,9.79,696,81,0,Saurabh,India,Karnataka,Male,22-08-1971 00:00,N,70,1,High,365
1439-YEEEG,19-01-2019 00:00,Organic,19-01-2020 00:00,Basic,Monthly,,,8.01,377,19,0,Pallavi,India,Rajasthan,Female,08-11-1973 00:00,,,0,Low,365
1440-KCTXG,17-03-2019 00:00,Paid,17-03-2020 00:00,Premium,Annual,,,20.32,991,42,0,Rahul,India,West Bengal,Male,10-11-1992 00:00,,,0,Low,366
1441-SDHLZ,01-10-2022 00:00,Organic,01-10-2023 00:00,Standard,Monthly,,,14.11,739,68,0,Diya,India,Delhi,Female,03-05-1981 00:00,,,0,Medium,365
1442-WNEDC,27-01-2022 00:00,Refferal,27-01-2023 00:00,Standard,Annual,,,15.06,557,49,0,Meera,India,Rajasthan,Female,09-09-1992 00:00,,,0,Low,365
1443-QCSTA,24-04-2021 00:00,Organic,24-04-2022 00:00,Basic,Annual,11-10-2021 00:00,Forgot to cancel trial,5.99,334,38,1,Isha,India,Uttar Pradesh,Female,16-06-1979 00:00,,,0,Low,365
1444-YNGSX,14-02-2023 00:00,Paid,14-02-2024 00:00,Premium,Monthly,11-05-2023 00:00,Switched to competitor,22.31,1188,99,1,Avni,India,Meghalaya,Female,07-05-1987 00:00,,,0,High,365
1445-MDZQR,02-02-2023 00:00,Organic,02-02-2024 00:00,Standard,Monthly,,,13.52,550,90,0,Sakshi,India,Delhi,Female,15-01-1988 00:00,N,90,2,High,365
1446-EQBFM,06-05-2023 00:00,Organic,06-05-2024 00:00,Standard,Annual,,,13.25,716,33,0,Isha,India,Tamil Nadu,Female,13-07-1994 00:00,,,0,Low,366
1447-DPHCP,23-11-2023 00:00,Organic,23-11-2024 00:00,Standard,Monthly,,,13.14,708,59,0,Mansi,India,Karnataka,Female,05-02-1997 00:00,,,0,Medium,366
1448-AUCDX,13-03-2022 00:00,Paid,13-03-2023 00:00,Standard,Monthly,,,14,1077,69,0,Harsh,India,Telangana,Male,18-10-1978 00:00,,,0,Medium,365
1449-GZCQV,18-03-2023 00:00,Organic,18-03-2024 00:00,Standard,Monthly,,,16.08,493,21,0,Meera,India,Kerala,Female,19-12-1977 00:00,,,0,Low,366
1450-HZAMS,27-01-2022 00:00,Refferal,27-01-2023 00:00,Standard,Monthly,,,16.05,733,24,0,Aditya,India,Maharashtra,Male,04-09-1977 00:00,,,0,Low,365
1451-FWGQL,10-08-2022 00:00,Paid,10-08-2023 00:00,Basic,Monthly,,,5.99,537,11,0,Akash,India,Maharashtra,Male,05-03-1971 00:00,,,0,Low,365
1452-VMVDG,15-03-2021 00:00,Organic,15-03-2022 00:00,Premium,Monthly,26-12-2021 00:00,Forgot to cancel trial,22.66,317,48,1,Harsh,India,Meghalaya,Male,21-01-1989 00:00,,,0,Low,365
1453-NNEDR,13-08-2024 00:00,Organic,13-08-2025 00:00,Premium,Annual,,,19.79,632,63,0,Tanvi,India,Gujarat,Female,26-05-1978 00:00,,,0,Medium,365
1454-GSQPQ,25-04-2021 00:00,Organic,25-04-2022 00:00,Premium,Annual,,,21.39,837,53,0,Sneha,India,Maharashtra,Female,04-04-1980 00:00,,,0,Medium,365
1455-ULBQC,19-11-2020 00:00,Paid,19-11-2021 00:00,Standard,Monthly,,,14.25,826,36,0,Saurabh,India,West Bengal,Male,11-03-1971 00:00,,,0,Low,365
1456-LNUCA,24-11-2020 00:00,Paid,24-11-2021 00:00,Premium,Annual,09-04-2021 00:00,Forgot to cancel trial,20.64,954,56,1,Siddharth,India,Maharashtra,Male,12-01-1978 00:00,,,0,Medium,365
1457-JXWVL,20-01-2020 00:00,Refferal,20-01-2021 00:00,Standard,Monthly,,,13.01,787,35,0,Sneha,India,Telangana,Female,10-09-1978 00:00,,,0,Low,366
1458-JWDGN,09-08-2023 00:00,Organic,09-08-2024 00:00,Standard,Monthly,08-10-2023 00:00,Too expensive,17.76,385,24,1,Aniket,India,Madhya Pradesh,Male,13-05-2002 00:00,,,0,Low,366
1459-HUXBM,24-05-2020 00:00,Paid,24-05-2021 00:00,Basic,Monthly,,,11.23,493,48,0,Yash,India,Bihar,Male,24-10-1996 00:00,,,0,Low,365
1460-WZABU,23-07-2022 00:00,Paid,23-07-2023 00:00,Basic,Annual,21-10-2022 00:00,Forgot to cancel trial,10.28,1086,31,1,Varun,India,Uttar Pradesh,Male,22-11-1994 00:00,,,0,Low,365
1461-ELBFQ,05-01-2019 00:00,Organic,05-01-2020 00:00,Standard,Monthly,,,15.48,1334,44,0,Akash,India,West Bengal,Male,02-10-2004 00:00,,,0,Low,365
1462-DKRRB,17-04-2024 00:00,Paid,17-04-2025 00:00,Premium,Monthly,10-11-2024 00:00,Poor streaming quality,19.66,1065,82,1,Manish,India,Gujarat,Male,15-04-1992 00:00,,,0,High,365
1463-GEDZF,27-08-2019 00:00,Organic,27-08-2020 00:00,Basic,Monthly,,,10.85,496,85,0,Vivek,India,Nagaland,Male,08-01-1979 00:00,,,0,High,366
1464-QMWKB,25-10-2019 00:00,Refferal,25-10-2020 00:00,Premium,Annual,,,19.33,811,64,0,Omkar,India,Karnataka,Male,02-09-1997 00:00,,,0,Medium,366
1465-JVLLT,15-07-2020 00:00,Organic,15-07-2021 00:00,Standard,Annual,01-01-2021 00:00,Switched to competitor,18.42,1062,51,1,Vivek,India,Telangana,Male,15-09-1988 00:00,,,0,Medium,365
1466-HPAGG,01-08-2022 00:00,Refferal,01-08-2023 00:00,Standard,Monthly,,,14.4,706,25,0,Kritika,India,Maharashtra,Female,22-10-1989 00:00,,,0,Low,365
1467-BYGQH,05-03-2024 00:00,Organic,05-03-2025 00:00,Premium,Annual,,,23.63,597,38,0,Saurabh,India,Karnataka,Male,28-05-1987 00:00,,,0,Low,365
1468-LHPFY,17-02-2019 00:00,Organic,17-02-2020 00:00,Standard,Monthly,25-09-2019 00:00,Poor streaming quality,15.17,689,83,1,Mira,India,Maharashtra,Female,23-09-1992 00:00,,,0,High,365
1469-GAQJZ,19-03-2021 00:00,Paid,19-03-2022 00:00,Basic,Annual,,,10.18,435,27,0,Sakshi,India,Goa,Female,01-10-1988 00:00,,,0,Low,365
1470-PJFVA,04-12-2023 00:00,Organic,04-12-2024 00:00,Premium,Monthly,,,24.29,1001,54,0,Omkar,India,West Bengal,Male,08-02-1975 00:00,,,0,Medium,366
1471-GWHFF,18-06-2019 00:00,Paid,18-06-2020 00:00,Standard,Annual,,,16.91,863,63,0,Isha,India,Rajasthan,Female,08-12-1977 00:00,,,0,Medium,366
1472-PVDNU,17-07-2022 00:00,Paid,17-07-2023 00:00,Premium,Monthly,,,25.75,1548,50,0,Avni,India,Uttar Pradesh,Female,11-05-1986 00:00,,,0,Medium,365
1473-ACGPY,13-09-2023 00:00,Organic,13-09-2024 00:00,Premium,Monthly,,,21.12,1343,68,0,Kunal,India,Kerala,Male,23-01-1997 00:00,,,0,Medium,366
1474-XXQQZ,05-12-2022 00:00,Paid,05-12-2023 00:00,Standard,Annual,,,15.11,951,63,0,Aditya,India,West Bengal,Male,14-08-1992 00:00,,,0,Medium,365
1475-AQSLH,17-10-2019 00:00,Refferal,17-10-2020 00:00,Premium,Monthly,,,20.19,610,42,0,Aniket,India,Gujarat,Male,08-02-1987 00:00,,,0,Low,366
1476-EDVTZ,16-05-2021 00:00,Organic,16-05-2022 00:00,Standard,Annual,,,9.66,533,95,0,Akash,India,Telangana,Male,12-02-1990 00:00,,,0,High,365
1477-YRDEW,07-06-2019 00:00,Organic,07-06-2020 00:00,Basic,Annual,,,7.5,496,35,0,Aarav,India,Uttar Pradesh,Male,18-09-1972 00:00,,,0,Low,366
1478-YTYCX,24-04-2024 00:00,Organic,24-04-2025 00:00,Basic,Monthly,,,9.78,558,69,0,Mira,India,Maharashtra,Female,24-05-1978 00:00,,,0,Medium,365
1479-BSXAC,28-07-2023 00:00,Organic,28-07-2024 00:00,Premium,Annual,30-11-2023 00:00,Poor streaming quality,20.62,739,60,1,Ananya,India,Tamil Nadu,Female,21-11-1972 00:00,Y,40,2,Medium,366
1480-FELGK,13-11-2022 00:00,Organic,13-11-2023 00:00,Standard,Monthly,09-05-2023 00:00,Poor streaming quality,17.53,1205,67,1,Yash,India,Rajasthan,Male,27-05-1981 00:00,,,0,Medium,365
1481-RCMHC,17-05-2021 00:00,Organic,17-05-2022 00:00,Basic,Annual,,,9.45,566,68,0,Neha,India,West Bengal,Female,20-08-2000 00:00,,,0,Medium,365
1482-KVLGB,25-04-2023 00:00,Paid,25-04-2024 00:00,Standard,Annual,,,11.14,552,60,0,Isha,India,Delhi,Female,15-05-1972 00:00,N,20,2,Medium,366
1483-FNZWK,25-01-2019 00:00,Organic,25-01-2020 00:00,Premium,Monthly,,,19.83,914,75,0,Raghav,India,Tamil Nadu,Male,14-06-1993 00:00,,,0,High,365
1484-FUFGC,24-01-2019 00:00,Organic,24-01-2020 00:00,Premium,Annual,,,21.04,1422,61,0,Shreya,India,Maharashtra,Female,03-02-1987 00:00,,,0,Medium,365
1485-QHHNA,08-02-2022 00:00,Paid,08-02-2023 00:00,Premium,Monthly,,,21.52,1069,99,0,Tanvi,India,Karnataka,Female,19-11-1986 00:00,,,0,High,365
1486-AMKJP,04-10-2022 00:00,Paid,04-10-2023 00:00,Standard,Monthly,,,10.12,549,76,0,Saurabh,India,Karnataka,Male,25-07-1971 00:00,N,25,2,High,365
1487-TPFUG,07-12-2021 00:00,Paid,07-12-2022 00:00,Premium,Annual,06-05-2022 00:00,Not enough content,23.83,962,72,1,Meera,India,Tamil Nadu,Female,23-06-1972 00:00,,,0,High,365
1488-PTTYL,02-02-2022 00:00,Paid,02-02-2023 00:00,Premium,Monthly,,,18.3,498,60,0,Omkar,India,Maharashtra,Male,17-03-1970 00:00,,,0,Medium,365
1489-LACZT,07-11-2023 00:00,Organic,07-11-2024 00:00,Premium,Annual,,,19.71,1175,67,0,Pallavi,India,Delhi,Female,21-10-1993 00:00,,,0,Medium,366
1490-HTZYD,07-04-2024 00:00,Organic,07-04-2025 00:00,Standard,Monthly,01-01-2025 00:00,Forgot to cancel trial,14.86,673,28,1,Aditi,India,Delhi,Female,16-03-1981 00:00,,,0,Low,365
1491-PFRYG,05-10-2019 00:00,Organic,05-10-2020 00:00,Basic,Monthly,,,10.62,476,35,0,Avni,India,Gujarat,Female,25-10-1993 00:00,,,0,Low,366
1492-RKPWQ,28-08-2020 00:00,Refferal,28-08-2021 00:00,Basic,Monthly,10-05-2021 00:00,Poor streaming quality,8.02,697,31,1,Ananya,India,Maharashtra,Female,03-04-1984 00:00,,,0,Low,365
1493-NCPKK,23-05-2024 00:00,Organic,23-05-2025 00:00,Basic,Monthly,,,7.72,314,59,0,Nandini,India,Delhi,Female,17-06-2003 00:00,,,0,Medium,365
1494-XREWW,17-06-2022 00:00,Organic,17-06-2023 00:00,Basic,Annual,,,7.03,531,58,0,Diya,India,Karnataka,Female,12-07-1982 00:00,,,0,Medium,365
1495-AGRRK,24-08-2020 00:00,Paid,24-08-2021 00:00,Premium,Annual,07-10-2020 00:00,Forgot to cancel trial,24.79,1377,47,1,Mira,India,Uttar Pradesh,Female,16-12-1971 00:00,N,25,2,Low,365
1496-CPZEQ,14-07-2024 00:00,Organic,14-07-2025 00:00,Premium,Annual,,,23.04,675,21,0,Nikhil,India,Tamil Nadu,Male,06-12-1990 00:00,,,0,Low,365
1497-CLGEN,03-02-2019 00:00,Organic,03-02-2020 00:00,Basic,Monthly,,,5.99,294,79,0,Aarav,India,Delhi,Male,11-02-1992 00:00,N,25,1,High,365
1498-YHSYW,09-04-2020 00:00,Organic,09-04-2021 00:00,Premium,Monthly,,,26.62,944,49,0,Raghav,India,Maharashtra,Male,09-03-1988 00:00,,,0,Low,365
1499-PJRLR,26-11-2021 00:00,Organic,26-11-2022 00:00,Standard,Monthly,,,17.38,1219,99,0,Rohan,India,Goa,Male,18-03-1994 00:00,,,0,High,365
1500-GNFFG,22-07-2023 00:00,Paid,22-07-2024 00:00,Standard,Monthly,,,16.65,1091,82,0,Aniket,India,Uttar Pradesh,Male,05-08-1981 00:00,N,25,1,High,366
1501-XHMEA,20-06-2024 00:00,Organic,20-06-2025 00:00,Basic,Annual,,,9.7,554,29,0,Avni,India,Uttar Pradesh,Female,13-12-1997 00:00,,,0,Low,365
1502-XNLUY,05-03-2023 00:00,Organic,05-03-2024 00:00,Standard,Annual,15-06-2023 00:00,Not enough content,13.98,621,44,1,Avni,India,Maharashtra,Female,10-03-2002 00:00,N,30,1,Low,366
1503-HEWLT,22-09-2022 00:00,Organic,22-09-2023 00:00,Standard,Monthly,16-06-2023 00:00,Too expensive,15.52,904,77,1,Varun,India,Kerala,Male,16-01-1993 00:00,N,60,1,High,365
1504-VTLKB,25-10-2023 00:00,Organic,25-10-2024 00:00,Standard,Monthly,,,17.24,547,29,0,Avni,India,Maharashtra,Female,12-04-1981 00:00,,,0,Low,366
1505-CKEDH,12-02-2022 00:00,Refferal,12-02-2023 00:00,Standard,Monthly,,,12.41,476,13,0,Priya,India,Karnataka,Female,06-03-1996 00:00,,,0,Low,365
1506-PKLMZ,11-12-2022 00:00,Organic,11-12-2023 00:00,Premium,Annual,15-08-2023 00:00,Forgot to cancel trial,20.72,1197,88,1,Diya,India,West Bengal,Female,09-07-1989 00:00,,,0,High,365
1507-BAYSG,22-10-2019 00:00,Paid,22-10-2020 00:00,Standard,Monthly,,,11.74,704,99,0,Diya,India,Maharashtra,Female,04-01-1988 00:00,,,0,High,366
1508-HLLHA,05-02-2023 00:00,Organic,05-02-2024 00:00,Standard,Annual,,,15.27,802,42,0,Yash,India,Gujarat,Male,13-12-2004 00:00,,,0,Low,365
1509-FVWTN,03-12-2023 00:00,Organic,03-12-2024 00:00,Basic,Annual,,,7.17,786,67,0,Priya,India,Maharashtra,Female,05-01-1993 00:00,,,0,Medium,366
1510-TTBXZ,16-10-2021 00:00,Organic,16-10-2022 00:00,Basic,Annual,,,11.39,333,30,0,Harsh,India,Karnataka,Male,17-10-1989 00:00,,,0,Low,365
1511-BKEGA,01-04-2020 00:00,Paid,01-04-2021 00:00,Standard,Monthly,,,14.3,834,18,0,Aarav,India,West Bengal,Male,09-05-1978 00:00,,,0,Low,365
1512-LQNMP,09-07-2024 00:00,Paid,09-07-2025 00:00,Standard,Annual,14-04-2025 00:00,Forgot to cancel trial,13.67,622,40,1,Meera,India,Delhi,Female,15-03-1998 00:00,N,50,2,Low,365
1513-QEJLZ,04-02-2023 00:00,Organic,04-02-2024 00:00,Standard,Monthly,26-05-2023 00:00,Poor streaming quality,15.12,566,43,1,Raghav,India,Telangana,Male,13-04-2001 00:00,,,0,Low,365
1514-FXGUR,06-08-2021 00:00,Organic,06-08-2022 00:00,Premium,Monthly,,,14.67,986,61,0,Pallavi,India,Telangana,Female,28-04-1995 00:00,,,0,Medium,365
1515-EXKRZ,24-10-2023 00:00,Paid,24-10-2024 00:00,Standard,Monthly,08-10-2024 00:00,Poor streaming quality,17.64,818,48,1,Ananya,India,Uttar Pradesh,Female,20-03-1984 00:00,,,0,Low,366
1516-AQUKN,01-02-2021 00:00,Organic,01-02-2022 00:00,Basic,Monthly,,,9.02,757,27,0,Rahul,India,Rajasthan,Male,16-03-1985 00:00,,,0,Low,365
1517-ZNCQH,26-02-2022 00:00,Paid,26-02-2023 00:00,Standard,Monthly,01-02-2023 00:00,Forgot to cancel trial,15.68,853,87,1,Arjun,India,Rajasthan,Male,24-01-1974 00:00,,,0,High,365
1518-VBVVT,28-03-2019 00:00,Paid,28-03-2020 00:00,Basic,Annual,22-07-2019 00:00,Not enough content,7.54,358,24,1,Yash,India,Meghalaya,Male,21-11-2002 00:00,,,0,Low,366
1519-XVFCR,11-08-2024 00:00,Paid,11-08-2025 00:00,Premium,Annual,,,20.49,1240,65,0,Saurabh,India,Madhya Pradesh,Male,25-04-2001 00:00,,,0,Medium,365
1520-GFJJG,10-10-2020 00:00,Organic,10-10-2021 00:00,Premium,Monthly,,,19.22,876,96,0,Harsh,India,Uttar Pradesh,Male,15-12-2000 00:00,N,90,1,High,365
1521-MXZRQ,01-07-2022 00:00,Organic,01-07-2023 00:00,Standard,Monthly,15-10-2022 00:00,Not enough content,13.94,327,38,1,Pallavi,India,Nagaland,Female,06-11-2001 00:00,,,0,Low,365
1522-CEMPR,03-09-2021 00:00,Refferal,03-09-2022 00:00,Basic,Annual,,,9.93,422,58,0,Aniket,India,Madhya Pradesh,Male,22-06-1982 00:00,,,0,Medium,365
1523-LNFVE,07-12-2019 00:00,Refferal,07-12-2020 00:00,Standard,Annual,09-06-2020 00:00,Switched to competitor,14.14,319,59,1,Arjun,India,Gujarat,Male,02-03-1999 00:00,,,0,Medium,366
1524-UMCXB,10-08-2023 00:00,Refferal,10-08-2024 00:00,Standard,Annual,22-04-2024 00:00,Too expensive,12.83,493,66,1,Siddharth,India,Rajasthan,Male,16-02-1998 00:00,,,0,Medium,366
1525-UZGKG,22-05-2021 00:00,Organic,22-05-2022 00:00,Standard,Monthly,,,14.64,1019,24,0,Nikhil,India,Telangana,Male,21-05-2002 00:00,,,0,Low,365
1526-HZMDB,07-04-2019 00:00,Paid,07-04-2020 00:00,Basic,Monthly,,,7.91,791,15,0,Riya,India,Maharashtra,Female,21-06-1998 00:00,,,0,Low,366
1527-FSHEK,16-05-2020 00:00,Organic,16-05-2021 00:00,Premium,Annual,,,19.37,1049,35,0,Rahul,India,Uttar Pradesh,Male,17-06-1980 00:00,,,0,Low,365
1528-HHPUA,07-12-2019 00:00,Organic,07-12-2020 00:00,Basic,Annual,,,10.52,570,18,0,Priya,India,Bihar,Female,26-11-1992 00:00,,,0,Low,366
1529-HPEFN,23-07-2024 00:00,Organic,23-07-2025 00:00,Premium,Annual,,,21.93,1046,69,0,Kavya,India,Maharashtra,Female,24-06-1980 00:00,N,60,1,Medium,365
1530-YCDTH,19-06-2020 00:00,Paid,19-06-2021 00:00,Standard,Annual,,,13.18,786,31,0,Neha,India,Kerala,Female,07-10-1989 00:00,,,0,Low,365
1531-UWSTY,07-06-2021 00:00,Organic,07-06-2022 00:00,Standard,Annual,,,11.63,561,2,0,Tanvi,India,West Bengal,Female,11-03-1983 00:00,,,0,Low,365
1532-KKMBN,11-10-2021 00:00,Paid,11-10-2022 00:00,Standard,Annual,,,15.98,732,2,0,Aditi,India,Telangana,Female,28-09-1972 00:00,,,0,Low,365
1533-VWCYQ,21-03-2019 00:00,Paid,21-03-2020 00:00,Standard,Monthly,,,15.35,971,99,0,Aditya,India,West Bengal,Male,15-05-1997 00:00,,,0,High,366
1534-KHQKA,07-11-2024 00:00,Organic,07-11-2025 00:00,Premium,Monthly,,,19.39,1343,57,0,Diya,India,Maharashtra,Female,22-10-1984 00:00,,,0,Medium,365
1535-UEEAQ,06-05-2020 00:00,Refferal,06-05-2021 00:00,Standard,Monthly,03-12-2020 00:00,Switched to competitor,12.57,453,37,1,Kunal,India,Telangana,Male,28-06-1974 00:00,,,0,Low,365
1536-LWKLT,17-03-2019 00:00,Organic,17-03-2020 00:00,Premium,Annual,,,18.89,944,56,0,Omkar,India,Maharashtra,Male,07-07-1998 00:00,,,0,Medium,366
1537-QTHEZ,12-02-2022 00:00,Organic,12-02-2023 00:00,Standard,Monthly,,,14.7,756,50,0,Sakshi,India,Karnataka,Female,01-08-1977 00:00,,,0,Medium,365
1538-SRVXA,16-12-2020 00:00,Paid,16-12-2021 00:00,Premium,Monthly,,,17.55,897,85,0,Meera,India,Maharashtra,Female,19-03-1985 00:00,,,0,High,365
1539-KDEYZ,12-11-2022 00:00,Organic,12-11-2023 00:00,Premium,Monthly,,,20.59,867,99,0,Yash,India,Kerala,Male,01-03-1977 00:00,,,0,High,365
1540-AWXBK,14-08-2022 00:00,Organic,14-08-2023 00:00,Premium,Monthly,,,19.34,1166,52,0,Rahul,India,Maharashtra,Male,03-04-1992 00:00,,,0,Medium,365
1541-MXDRJ,03-11-2020 00:00,Organic,03-11-2021 00:00,Standard,Annual,,,14.24,786,14,0,Manish,India,Rajasthan,Male,08-03-1982 00:00,,,0,Low,365
1542-THTMQ,26-01-2024 00:00,Organic,26-01-2025 00:00,Basic,Monthly,25-06-2024 00:00,Too expensive,6.52,670,93,1,Neha,India,Delhi,Female,05-11-1993 00:00,N,100,1,High,366
1543-LFQPC,22-02-2024 00:00,Organic,22-02-2025 00:00,Premium,Annual,,,20.01,868,83,0,Pallavi,India,Madhya Pradesh,Female,09-03-1991 00:00,N,80,1,High,366
1544-CTDJL,12-12-2024 00:00,Paid,12-12-2025 00:00,Standard,Annual,,,15.87,408,62,0,Aniket,India,Karnataka,Male,05-04-2002 00:00,,,0,Medium,365
1545-NSZED,10-07-2019 00:00,Organic,10-07-2020 00:00,Standard,Monthly,,,12.57,550,79,0,Pranav,India,Karnataka,Male,20-09-1979 00:00,,,0,High,366
1546-HBTSF,14-11-2020 00:00,Refferal,14-11-2021 00:00,Standard,Monthly,04-05-2021 00:00,Too expensive,13.1,924,34,1,Rohan,India,West Bengal,Male,16-03-1978 00:00,N,60,2,Low,365
